UniqueID,Residence,Education,HouseHeadSex,Age,NumChild,WealthIndexOriginal,WealthIndex
10939,Rural,No Education,Male,47,9,-28180,185163
2456,Rural,No Education,Male,30,5,-81492,131851
1596,Rural,No Education,Male,36,7,-62725,150618
9542,Rural,Complete Primary,Female,42,7,-60907,152436
5150,Rural,No Education,Male,28,6,-37708,175635
10355,Urban,Incomplete Secondary,Male,27,0,208799,422142
8848,Urban,Incomplete Primary,Male,24,0,52866,266209
7034,Urban,No Education,Male,20,0,246767,460110
6378,Rural,No Education,Female,23,2,-114077,99266
246,Urban,Incomplete Primary,Male,22,0,220554,433897
3018,Rural,Incomplete Primary,Male,19,1,-57613,155730
7699,Urban,Incomplete Primary,Male,18,0,252830,466173
4216,Rural,No Education,Female,22,2,-116932,96411
13120,Rural,Incomplete Primary,Female,17,0,-44751,168592
7590,Urban,Higher,Male,23,0,288489,501832
4537,Rural,No Education,Male,18,1,-40453,172890
12068,Urban,No Education,Male,40,1,39508,252851
15031,Rural,No Education,Female,28,5,-70092,143251
12038,Rural,No Education,Male,40,5,-131353,81990
4680,Urban,Higher,Female,22,0,89985,303328
7360,Urban,Higher,Male,35,0,-4324,209019
674,Urban,Incomplete Primary,Female,36,0,159405,372748
5636,Rural,No Education,Male,45,9,-48563,164780
8935,Urban,Incomplete Primary,Female,30,3,195929,409272
3456,Rural,No Education,Female,15,0,-55004,158339
8248,Urban,Incomplete Primary,Male,17,0,237428,450771
14677,Rural,No Education,Female,38,3,-48492,164851
7781,Urban,No Education,Male,15,0,128836,342179
3025,Rural,No Education,Male,37,4,-47370,165973
6557,Rural,No Education,Male,25,3,-43871,169472
10216,Rural,No Education,Female,25,4,-62145,151198
12506,Rural,No Education,Female,46,3,-55364,157979
2426,Rural,No Education,Male,43,3,-116005,97338
5051,Rural,No Education,Male,35,7,-115669,97674
13072,Urban,Incomplete Secondary,Male,18,0,196981,410324
3942,Rural,Incomplete Primary,Male,16,0,-34848,178495
3801,Rural,No Education,Male,43,6,-81351,131992
4398,Urban,Incomplete Primary,Male,15,0,164564,377907
14019,Rural,Incomplete Primary,Male,17,0,44347,257690
11858,Rural,No Education,Female,30,5,-81588,131755
8986,Rural,Incomplete Secondary,Male,18,0,-76160,137183
11778,Rural,No Education,Female,47,5,-40578,172765
14664,Rural,No Education,Male,33,5,-46921,166422
9775,Urban,Higher,Female,20,0,127217,340560
14356,Rural,No Education,Male,33,5,-55632,157711
5479,Rural,No Education,Female,21,1,-17280,196063
6741,Rural,No Education,Male,24,2,-89324,124019
2518,Rural,Complete Primary,Female,27,4,-90887,122456
7311,Urban,Incomplete Secondary,Female,17,0,169053,382396
6113,Urban,Incomplete Secondary,Male,22,0,190376,403719
10908,Urban,Incomplete Secondary,Male,17,0,231512,444855
2037,Rural,No Education,Male,25,1,-69843,143500
3066,Rural,Incomplete Primary,Male,22,0,-28297,185046
12434,Urban,No Education,Male,25,3,90764,304107
7629,Urban,Incomplete Secondary,Female,19,0,250409,463752
10079,Rural,Incomplete Primary,Male,30,4,-15150,198193
11621,Rural,No Education,Male,20,1,-90274,123069
5432,Urban,Incomplete Secondary,Male,17,0,190895,404238
6957,Urban,Incomplete Primary,Female,30,0,90345,303688
1428,Urban,Incomplete Primary,Male,24,2,250411,463754
10363,Urban,No Education,Male,45,6,89152,302495
8508,Rural,No Education,Male,42,5,-53208,160135
1042,Urban,Incomplete Secondary,Female,46,2,207725,421068
15189,Rural,Incomplete Primary,Female,29,1,28576,241919
9582,Urban,Incomplete Primary,Male,28,0,128870,342213
10378,Urban,Complete Secondary,Male,20,0,179394,392737
1414,Urban,Higher,Female,39,2,251674,465017
115,Urban,Higher,Female,22,0,86033,299376
8711,Rural,Incomplete Secondary,Male,21,0,-41447,171896
4631,Rural,No Education,Female,31,4,-73645,139698
8098,Rural,No Education,Female,16,0,-96849,116494
10507,Rural,Incomplete Primary,Female,40,4,-60937,152406
231,Urban,Complete Secondary,Male,33,3,264593,477936
9895,Rural,No Education,Male,40,4,-47194,166149
7338,Rural,Incomplete Primary,Male,20,1,-455,212888
10911,Urban,Higher,Female,21,0,65780,279123
2747,Rural,Incomplete Primary,Male,32,5,-5439,207904
4192,Rural,No Education,Male,22,2,-136055,77288
5134,Rural,No Education,Male,20,1,-61928,151415
1521,Rural,Incomplete Secondary,Male,22,3,-18582,194761
13978,Rural,No Education,Male,33,5,-44266,169077
10820,Rural,No Education,Female,40,8,-35527,177816
215,Rural,No Education,Male,26,2,-41167,172176
8721,Rural,Incomplete Primary,Male,18,0,-14536,198807
14769,Urban,Incomplete Secondary,Female,32,4,167566,380909
10885,Rural,No Education,Male,38,3,-63439,149904
8028,Rural,Incomplete Primary,Female,26,0,-33875,179468
14246,Rural,Incomplete Primary,Male,22,3,-59359,153984
6806,Rural,No Education,Male,48,3,-31248,182095
2488,Rural,Complete Secondary,Male,21,2,-72926,140417
10062,Rural,No Education,Male,18,0,-18898,194445
11115,Rural,No Education,Male,27,5,-2258,211085
3315,Rural,Higher,Female,30,1,-41454,171889
11814,Urban,Incomplete Secondary,Female,16,0,74436,287779
3249,Rural,No Education,Female,45,6,-93619,119724
12824,Rural,Incomplete Primary,Male,20,2,-41732,171611
2183,Rural,No Education,Female,32,3,-60948,152395
15628,Rural,No Education,Male,40,9,-72690,140653
12511,Rural,No Education,Male,27,3,-53352,159991
12413,Urban,Incomplete Primary,Female,22,1,141477,354820
3533,Urban,Higher,Female,24,0,167632,380975
4619,Urban,Incomplete Secondary,Male,24,0,157727,371070
13727,Rural,No Education,Female,25,2,5554,218897
10200,Urban,No Education,Male,30,6,-22042,191301
11606,Rural,No Education,Female,29,2,-67811,145532
7609,Urban,Incomplete Primary,Male,21,0,270611,483954
3116,Rural,Complete Primary,Female,15,0,-18915,194428
9179,Rural,No Education,Female,48,6,-71688,141655
9148,Rural,No Education,Male,35,4,-57075,156268
11721,Rural,No Education,Female,36,9,-124135,89208
10925,Urban,Higher,Female,43,0,216241,429584
14532,Rural,No Education,Male,40,6,-50013,163330
11470,Rural,No Education,Male,18,0,-47790,165553
10731,Urban,Higher,Female,22,1,108578,321921
3998,Rural,No Education,Female,27,5,-85906,127437
10273,Rural,Incomplete Primary,Male,18,0,-52152,161191
1499,Rural,Complete Primary,Male,17,0,-18888,194455
11908,Urban,No Education,Male,30,0,77831,291174
11375,Rural,No Education,Male,43,4,-23890,189453
12085,Urban,Complete Primary,Female,27,1,156305,369648
4640,Rural,Incomplete Primary,Female,20,0,-96525,116818
5690,Rural,Incomplete Primary,Male,25,1,-65629,147714
4375,Rural,No Education,Male,31,3,-23384,189959
11690,Urban,Higher,Male,21,0,257363,470706
10157,Rural,No Education,Male,35,4,-71576,141767
7302,Rural,No Education,Male,20,2,-98329,115014
8014,Rural,Incomplete Primary,Male,28,6,-62022,151321
7464,Urban,Complete Secondary,Female,36,3,205576,418919
2056,Rural,No Education,Male,47,7,14090,227433
11986,Rural,Incomplete Primary,Male,23,1,-51234,162109
2059,Rural,No Education,Male,48,7,-52181,161162
14051,Rural,No Education,Male,30,4,106671,320014
8806,Rural,No Education,Male,25,4,-102011,111332
4867,Rural,No Education,Male,31,4,-59167,154176
8356,Rural,Incomplete Primary,Female,15,0,-55354,157989
9836,Rural,Higher,Male,24,0,-49724,163619
5953,Rural,No Education,Male,28,3,-60818,152525
12980,Rural,Incomplete Primary,Male,41,9,-74540,138803
5906,Rural,Incomplete Primary,Male,20,1,-31377,181966
4853,Rural,No Education,Female,28,2,-75072,138271
3753,Urban,Incomplete Secondary,Male,22,0,120679,334022
484,Rural,Incomplete Primary,Male,24,0,-25355,187988
10451,Rural,No Education,Male,40,4,-48472,164871
4130,Rural,Incomplete Primary,Male,43,5,-48683,164660
3647,Urban,Complete Secondary,Male,36,0,221806,435149
12483,Urban,No Education,Male,28,4,15230,228573
9736,Urban,Incomplete Primary,Male,17,0,180104,393447
9617,Rural,Incomplete Primary,Male,22,1,-45555,167788
14409,Rural,No Education,Male,48,5,-54029,159314
12955,Urban,Incomplete Secondary,Male,20,0,149083,362426
2985,Rural,Incomplete Primary,Male,26,1,-23534,189809
15082,Rural,No Education,Male,45,5,-69805,143538
12489,Urban,Higher,Male,35,2,129818,343161
6724,Urban,No Education,Female,46,7,-11671,201672
3080,Rural,No Education,Female,24,2,-82451,130892
3324,Rural,No Education,Male,24,3,-67553,145790
2047,Rural,No Education,Male,40,6,-19262,194081
5047,Rural,No Education,Male,34,7,-92862,120481
14529,Rural,Incomplete Primary,Male,26,2,-19928,193415
12699,Rural,Incomplete Primary,Male,17,0,-38139,175204
5381,Urban,Incomplete Primary,Female,20,1,102578,315921
7507,Rural,No Education,Female,39,2,-58471,154872
9200,Rural,No Education,Male,27,3,-74406,138937
14217,Rural,No Education,Male,34,7,-42084,171259
2348,Urban,Incomplete Primary,Female,45,0,220923,434266
12696,Rural,No Education,Male,35,2,-12018,201325
6821,Rural,Incomplete Primary,Male,18,0,-38827,174516
11595,Rural,No Education,Male,19,0,-62685,150658
8823,Urban,No Education,Male,35,1,-32445,180898
11794,Urban,Incomplete Secondary,Male,27,2,159201,372544
11036,Rural,No Education,Male,24,4,-43735,169608
15615,Rural,No Education,Male,40,4,-72343,141000
4949,Rural,No Education,Male,39,5,-29087,184256
1415,Urban,No Education,Female,29,0,251674,465017
500,Rural,Incomplete Primary,Male,16,0,-52060,161283
669,Urban,Higher,Male,26,0,164204,377547
7710,Rural,No Education,Male,40,10,-13018,200325
11998,Rural,No Education,Male,44,10,-54779,158564
3034,Rural,Incomplete Primary,Male,32,2,-18579,194764
14201,Rural,No Education,Male,36,7,-91621,121722
4936,Rural,No Education,Male,35,3,-36232,177111
15174,Rural,Incomplete Primary,Female,16,0,25525,238868
2486,Rural,No Education,Female,34,1,-77213,136130
11683,Urban,Incomplete Secondary,Female,19,0,17419,230762
11897,Urban,No Education,Female,22,3,-33594,179749
304,Rural,Incomplete Secondary,Female,23,2,-71866,141477
13071,Urban,Higher,Male,23,0,196981,410324
7201,Urban,Incomplete Primary,Male,20,0,35693,249036
7403,Urban,Incomplete Primary,Female,30,1,98189,311532
1704,Rural,Incomplete Primary,Female,24,2,-109466,103877
5043,Rural,Incomplete Primary,Female,16,0,-68388,144955
5550,Urban,No Education,Male,18,0,87356,300699
5207,Rural,Incomplete Primary,Male,23,2,-47784,165559
13127,Rural,No Education,Female,30,3,-47606,165737
4194,Rural,No Education,Female,18,0,-118268,95075
6499,Urban,Incomplete Primary,Male,21,1,139319,352662
1043,Urban,Higher,Female,22,0,207725,421068
9491,Rural,Higher,Female,24,0,30201,243544
10395,Rural,No Education,Male,29,2,-25627,187716
2925,Rural,No Education,Male,47,1,-1777,211566
3207,Rural,Incomplete Primary,Male,15,0,-53794,159549
12754,Rural,No Education,Male,25,4,-103166,110177
15514,Urban,Incomplete Secondary,Male,49,4,173013,386356
10566,Rural,No Education,Male,25,3,-52489,160854
5713,Urban,Incomplete Secondary,Female,28,0,179913,393256
6683,Rural,No Education,Male,46,7,-133376,79967
12269,Rural,No Education,Female,45,4,-86471,126872
15269,Rural,No Education,Male,45,8,-59562,153781
14364,Rural,No Education,Male,21,1,-60188,153155
12841,Rural,Incomplete Primary,Male,26,0,-24910,188433
11801,Urban,Higher,Female,21,0,121273,334616
12485,Urban,Incomplete Secondary,Female,18,0,23590,236933
734,Urban,Incomplete Secondary,Female,42,2,120701,334044
13675,Rural,Incomplete Primary,Male,15,0,-53519,159824
2700,Urban,Incomplete Secondary,Female,33,1,205753,419096
11439,Rural,Incomplete Primary,Male,41,7,-22328,191015
6877,Urban,Incomplete Secondary,Female,35,1,-43233,170110
8038,Rural,Incomplete Secondary,Male,23,0,-21016,192327
1069,Rural,No Education,Male,38,7,-48023,165320
12638,Rural,No Education,Female,30,3,-73256,140087
10281,Rural,No Education,Male,46,7,-32041,181302
3144,Rural,No Education,Male,39,9,-27435,185908
2471,Rural,Incomplete Primary,Female,16,0,-73628,139715
12135,Rural,No Education,Male,38,7,-55075,158268
14952,Rural,No Education,Male,16,0,-76479,136864
10317,Urban,Higher,Male,26,2,119590,332933
554,Rural,Incomplete Primary,Female,16,0,-44441,168902
8737,Rural,Incomplete Primary,Male,28,5,-52413,160930
158,Rural,No Education,Female,28,4,-82528,130815
13534,Rural,No Education,Male,40,6,-23044,190299
6265,Rural,Complete Primary,Male,26,0,-5234,208109
8900,Rural,No Education,Male,22,1,-26040,187303
2767,Urban,Incomplete Primary,Female,26,1,-43935,169408
9759,Rural,No Education,Male,45,5,-33754,179589
3039,Rural,Incomplete Primary,Male,27,0,-32101,181242
12488,Urban,No Education,Male,19,0,139820,353163
6444,Rural,No Education,Male,42,3,-42013,171330
7373,Urban,Complete Primary,Female,18,0,8788,222131
15059,Rural,No Education,Male,20,2,-132428,80915
12124,Rural,Incomplete Primary,Female,17,0,-61637,151706
7325,Urban,No Education,Male,26,0,124362,337705
8529,Rural,No Education,Female,31,2,-32026,181317
7935,Rural,No Education,Male,35,4,-136715,76628
4027,Rural,No Education,Female,39,5,-33829,179514
13684,Rural,No Education,Male,28,3,-107977,105366
12244,Rural,Incomplete Primary,Female,17,1,-42428,170915
6388,Urban,Incomplete Secondary,Male,20,0,82786,296129
4210,Rural,No Education,Female,25,0,-92783,120560
6419,Urban,No Education,Male,18,0,265918,479261
10704,Rural,No Education,Male,21,1,-69259,144084
421,Urban,Incomplete Secondary,Female,29,0,132839,346182
4886,Rural,No Education,Male,36,6,-26907,186436
4465,Rural,Incomplete Primary,Male,38,7,-28946,184397
2996,Rural,No Education,Male,47,6,-78834,134509
5303,Rural,Incomplete Primary,Male,28,4,-71433,141910
1497,Rural,Incomplete Primary,Male,23,0,-64725,148618
1048,Urban,Incomplete Primary,Female,15,0,109404,322747
12165,Rural,Incomplete Primary,Male,42,5,-22652,190691
12010,Rural,No Education,Male,30,4,-19886,193457
857,Rural,No Education,Female,37,5,-69546,143797
10292,Rural,No Education,Male,22,1,-71820,141523
7183,Rural,No Education,Female,38,8,-65040,148303
8588,Rural,Incomplete Primary,Female,17,0,-52409,160934
4013,Rural,No Education,Male,45,6,-42145,171198
15467,Rural,Incomplete Primary,Male,17,0,-635,212708
4878,Rural,Incomplete Primary,Female,24,3,-19675,193668
15271,Rural,No Education,Male,21,3,-67883,145460
10066,Rural,No Education,Male,28,5,-20631,192712
